260 3 3
261 5 1
262 -5 -5
263 -5 -5
264 -5 -5
265 2 4
266 -5 -5
267 -5 -5
268 -5 1
269 5 1
270 -5 -5
271 -5 -5
272 3 1
273 2 1
274 2 1
275 2 3
276 2 3
277 2 2
278 3 4
279 3 3
280 -5 -5
281 3 3
282 2 3
283 4 4
284 2 2
285 1 1
286 3 4
287 1 1
288 3 4
289 1 4
290 2 4
291 2 4
292 4 1
293 4 3
294 -5 -5
295 -5 -5
296 5 4
297 1 3
298 2 -5
299 4 -5
300 5 -5
301 2 1
302 5 4
303 5 3
304 2 4
305 2 4
306 2 1
307 2 1
308 5 4
309 2 3
310 3 4
311 5 4
312 3 1
313 4 -5
314 -5 -5
315 5 1
316 2 3
317 3 1
318 1 3
319 2 1
320 4 4
321 2 3
322 2 4
323 4 -5
324 3 2
325 -5 -5
326 -5 -5
327 4 3
328 -5 -5
329 -5 -5
330 -5 -5
331 5 1
332 5 4
333 4 1
334 -5 -5
335 2 1
336 5 2
337 2 1
338 2 3
339 3 2
340 2 3
341 -5 -5
342 3 4
343 4 1
344 2 4
345 -5 -5
346 4 1
347 2 3
348 3 3
349 5 1
350 4 4
351 1 3
352 3 1
353 5 3
354 2 3
355 2 1
356 4 4
357 3 1
358 2 1
359 3 3
360 4 4
361 4 -5
362 1 4
363 5 1
364 4 4
365 2 1
366 -5 -5
367 2 1
368 5 3
369 4 2
370 5 4
371 -5 -5
372 3 1
373 4 1
374 2 3
375 5 4
376 5 1
377 2 3
378 4 2
379 -5 3
380 3 3
381 3 3
382 -5 3
383 -5 -5
384 -5 -5
385 3 3
386 2 3
387 5 4
388 3 1
389 -5 -5
390 3 2
391 3 -5
392 4 4
393 2 4
394 -5 -5
395 1 1
396 3 3
397 2 4
398 5 1
399 4 1
400 3 1
401 1 4
402 3 1
403 5 1
404 -5 -5
405 2 4
406 2 3
407 3 3
408 4 4
409 3 1
410 5 4
411 5 4
412 2 4
413 -5 -5
414 1 1
415 2 1
416 3 1
417 4 3
418 4 4
419 2 1
420 1 1
421 3 1
422 4 1
423 4 3
424 5 4
425 3 3
426 2 -5
427 -5 -5
428 -5 -5
429 -5 -5
430 -5 -5
431 2 1
432 -5 -5
433 4 -5
434 5 2
435 2 4
436 2 1
437 2 1
438 3 1
439 3 4
440 -5 -5
441 2 1
442 4 1
443 2 4
444 3 1
445 5 1
446 3 1
447 2 1
448 4 -5
449 2 1
450 3 4
451 -5 -5
452 3 4
453 -5 3
454 2 4
455 4 1
456 3 1
457 2 1
458 3 4
459 3 1
460 4 1
461 2 3
462 4 1
463 2 -5
464 5 3
465 4 1
466 5 4
467 3 -5
468 4 4
469 1 1
470 2 1
471 2 4
472 3 3
473 -5 -5
474 2 1
475 4 1
476 4 1
477 5 1
478 5 4
479 4 1
480 1 3
481 2 1
482 2 3
483 2 3
484 2 2
485 2 4
486 3 1
487 2 1
488 3 4
489 3 4
490 -5 -5
491 5 1
492 1 3
493 3 1
494 2 1
495 3 1
496 4 4
497 -5 -5
498 -5 -5
499 3 1
500 -5 1
501 3 1
502 4 4
503 2 1
504 -5 -5
505 2 3
506 2 1
507 3 1
508 4 4
509 -5 -5
510 -5 -5
511 -5 -5
512 4 -5
513 2 3
514 2 4
515 -5 -5
516 -5 -5
517 2 4
518 5 2
519 2 4
520 2 3
521 3 3
522 3 -5
523 3 -5
524 -5 -5
525 3 -5
526 5 3
527 2 3
528 2 4
529 2 -5
530 -5 4
531 -5 4
532 -5 -5
533 1 1
534 5 4
535 -5 2
536 1 1
537 5 -5
538 3 4
539 -5 -5
540 -5 1
541 4 4
542 2 1
543 2 3
544 2 4
545 -5 -5
546 5 1
547 2 1
548 2 -5
549 4 1
550 4 1
551 -5 -5
552 2 1
553 3 1
554 1 3
555 3 4
556 4 1
557 3 3
558 3 1
559 4 1
560 2 2
561 3 1
562 3 3
563 4 1
564 -5 -5
565 4 3
566 -5 -5
567 2 1
568 2 3
569 -5 -5
570 2 1
571 2 1
572 -5 3
573 4 3
574 -5 -5
575 4 1
576 2 1
577 5 4
578 2 4
579 2 3
580 5 4
581 3 4
582 4 4
583 5 1
584 1 3
585 3 4
586 -5 -5
587 5 1
588 5 4
589 -2 -2
590 1 1
591 4 1
592 2 1
593 4 1
594 5 4
595 -5 -5
596 -5 -5
597 3 3
598 -5 -5
599 -5 -5
600 3 1
601 -5 -5
602 -5 -5
603 -5 -5
604 5 1
605 3 3
606 3 4
607 -5 -5
608 3 1
609 4 1
610 -5 -5
611 2 1
612 4 1
613 1 2
614 4 3
615 1 4
616 5 4
617 -5 -5
618 -5 4
619 2 4
620 4 4
621 5 4
622 4 4
623 5 3
624 4 3
625 3 2
626 4 1
627 3 1
628 3 4
629 4 3
630 4 3
631 5 3
632 3 1
633 -5 -5
634 -5 -5
635 1 4
636 2 1
637 2 1
638 4 3
639 2 4
640 3 1
641 3 3
642 -5 -5
643 -5 -5
644 2 1
645 4 3
646 2 3
647 4 3
648 2 1
649 2 4
650 2 1
651 -5 -5
652 -5 -5
653 5 3
654 -5 1
655 1 3
656 2 1
657 4 1
658 4 3
659 2 3
660 2 1
661 -5 -5
662 2 -5
663 3 1
664 2 1
665 2 1
666 3 1
667 2 3
668 3 3
669 4 3
670 4 1
671 4 3
672 3 1
673 5 1
674 1 1
675 -5 3
676 -5 -5
677 5 1
678 -5 -5
679 2 1
680 3 -5
681 1 2
682 -5 4
683 4 1
684 1 4
685 5 4
686 2 4
687 2 4
688 3 1
689 -5 -5
690 5 3
691 -5 -5
692 3 3
693 -5 -5
694 -5 -5
695 -5 -5
696 -5 -5
697 4 3
698 2 2
699 -5 -5
700 2 -5
701 2 4
702 5 3
703 2 4
704 2 1
705 -5 -5
706 3 3
707 3 3
708 5 3
709 5 3
710 -5 -5
711 5 4
712 1 1
713 2 1
714 4 1
715 4 4
716 4 3
717 5 3
718 1 1
719 5 1
720 3 4
721 2 3
722 2 3
723 2 3
724 3 3
725 2 3
726 1 1
727 5 3
728 2 3
729 2 3
730 5 1
731 4 3
732 5 1
733 2 3
734 5 3
735 4 2
736 2 3
737 4 3
738 -5 -5
739 2 4
740 2 4
741 2 4
742 5 3
743 1 3
744 1 1
745 4 -5
746 2 4
747 3 -5
748 3 3
749 -5 -5
750 2 3
751 3 1
752 2 4
753 2 3
754 -5 -5
755 2 1
756 2 1
757 4 4
758 2 1
759 2 4
760 2 -5
761 1 4
762 4 4
763 5 1
764 4 4
765 -5 -5
766 4 -5
767 2 -5
768 1 4
769 4 2
770 3 3
771 -5 -5
772 3 1
773 -5 -5
774 3 4
775 4 3
776 5 3
777 4 4
778 1 1
779 2 1
780 -5 -5
781 -5 -5
782 -5 -5
783 1 1
784 3 4
785 -5 -5
786 -5 -5
787 -5 -5
788 -5 -5
789 -5 -5
790 2 1
791 -5 2
792 1 1
793 3 4
794 -5 -5
795 4 -5
796 3 3
797 2 3
798 -5 -5
799 1 3
800 5 3
801 2 1
802 5 4
803 3 3
804 3 1
805 3 3
806 -5 3
807 5 3
808 -5 -5
809 3 4
810 3 4
811 2 1
812 -5 1
813 5 3
814 2 4
815 3 4
816 2 4
817 2 3
818 -5 3
819 -5 3
820 5 3
821 2 3
822 5 -5
823 2 3
824 -5 -5
825 2 1
826 -5 -5
827 4 3
828 1 1
829 3 1
830 2 1
831 2 -5
832 3 1
833 4 1
834 1 1
835 3 3
836 4 2
837 -5 -5
838 5 4
839 2 1
840 -5 -5
841 5 1
842 2 1
843 1 4
844 5 4
845 2 4
846 -5 -5
847 3 3
848 4 1
849 1 3
850 5 1
851 3 3
852 2 1
853 -5 -5
854 2 1
855 3 3
856 3 1
857 3 3
858 -5 -5
859 4 4
860 2 4
861 4 4
862 4 4
863 2 4
864 -5 -5
865 4 1
866 3 -5
867 4 -5
868 3 1
869 -5 -5
870 2 4
871 3 1
872 2 3
873 -5 -5
874 2 3
875 4 4
876 3 4
877 5 1
878 -5 -5
879 4 3
880 3 1
881 4 3
882 3 3
883 4 1
884 4 4
885 4 -5
886 3 4
887 2 1
888 3 3
889 3 3
890 5 3
891 4 4
892 3 1
893 2 3
894 -5 -5
895 3 1
896 2 1
897 1 1
898 2 4
899 2 1
900 3 1
901 -5 -5
902 2 1
903 5 3
904 -5 -5
905 -5 -5
906 2 3
907 3 1
908 3 4
909 3 1
910 -5 -5
911 -5 -5
912 2 4
913 4 3
914 4 1
915 4 4
916 4 4
917 2 1
918 2 3
919 4 1
920 2 3
921 4 3
922 5 1
923 2 3
924 4 1
925 5 1
926 3 3
927 -5 -5
928 1 4
929 2 3
930 5 -5
931 3 3
932 2 3
933 -5 -5
934 4 3
935 2 1
936 2 1
937 2 3
938 4 4
939 2 4
940 3 -5
941 2 1
942 3 1
943 4 -5
944 3 1
945 2 3
946 3 -5
947 1 3
948 -5 -5
949 3 1
950 2 1
951 5 1
952 2 4
953 1 3
954 3 1
955 2 4
956 3 4
957 -5 -5
958 5 4
959 4 3
960 4 4
961 2 1
962 1 1
963 3 3
964 5 2
965 -5 -5
966 2 1
967 2 1
968 2 3
969 5 1
970 5 4
971 3 4
972 2 1
973 1 4
974 3 4
975 1 3
976 5 2
977 2 3
978 2 1
979 5 3
980 3 3
981 4 3
982 2 1
983 -5 -5
984 4 2
985 3 3
986 -5 -5
987 -5 -5
988 2 1
989 -5 -5
990 2 4
991 -5 -5
992 1 1
993 -5 -5
994 -5 -5
995 4 4
996 5 1
997 3 4
998 3 -5
999 3 1
1000 -5 1
1001 1 3
1002 5 2
1003 2 3
1004 2 3
1005 1 4
1006 -5 -5
1007 2 4
1008 -5 -5
1009 3 1
1010 4 1
1011 3 4
1012 -5 -5
1013 2 4
1014 2 1
1015 3 4
1016 -5 -5
1017 3 1
1018 1 3
1019 3 4
1020 5 1
1021 -5 -5
1022 3 1
1023 3 1
1024 2 1
1025 3 1
1026 -5 -5
1027 -5 -5
1028 5 3
1029 2 3
1030 1 3
1031 5 1
1032 -5 -5
1033 3 3
1034 5 4
1035 2 1
1036 4 4
1037 2 4
1038 3 1
1039 4 1
1040 5 3
1041 -5 4
1042 5 3
1043 3 2
1044 2 4
1045 5 1
1046 3 3
1047 -5 -5
1048 2 3
1049 4 1
1050 3 4
1051 4 4
1052 5 3
1053 2 1
1054 -5 4
1055 3 3
1056 4 4
1057 1 3
1058 5 1
1059 5 4
1060 4 1
1061 1 4
1062 3 3
1063 3 1
1064 2 4
1065 4 1
1066 -5 -5
1067 -5 3
1068 5 3
1069 5 4
1070 2 1
1071 3 1
1072 2 1
1073 -5 1
1074 -5 1
1075 -5 -5
1076 3 3
1077 2 1
1078 3 4
1079 3 1
1080 1 1
1081 4 1
1082 3 1
1083 -5 -5
1084 -5 -5
1085 3 1
1086 -5 -5
1087 4 2
1088 4 4
1089 5 -5
1090 -5 -5
1091 5 -5
1092 2 2
1093 3 3
1094 3 -5
1095 -5 -5
1096 5 4
1097 3 4
1098 -5 -5
1099 3 3
1100 -5 -5
1101 3 3
1102 3 1
1103 3 1
1104 2 3
1105 2 1
1106 5 4
1107 5 1
1108 -5 -5
1109 2 4
1110 -5 2
1111 4 1
1112 2 4
1113 5 3
1114 2 1
1115 -5 -5
1116 2 1
1117 2 3
1118 5 1
1119 -5 -5
1120 2 -5
1121 -5 -5
1122 3 1
1123 5 -5
1124 -5 -5
1125 4 3
1126 -5 -5
1127 2 2
1128 -5 -5
1129 5 1
1130 3 3
1131 5 1
1132 5 4
1133 -5 -5
1134 2 1
1135 4 -5
1136 5 1
1137 -5 -5
1138 5 3
1139 2 1
1140 3 4
1141 5 4
1142 4 1
1143 3 3
1144 5 3
1145 -5 -5
1146 -5 -5
1147 3 4
1148 3 2
1149 -5 -5
1150 2 1
1151 4 -5
1152 1 -5
1153 1 3
1154 2 -5
1155 4 1
1156 3 1
1157 4 1
1158 3 3
1159 2 4
1160 2 1
1161 3 3
1162 -5 -5
1163 5 1
1164 1 3
1165 4 1
1166 2 1
1167 -5 -5
1168 -5 -5
1169 2 3
1170 3 3
1171 2 3
1172 3 4
1173 -5 -5
1174 5 3
1175 3 1
1176 4 1
1177 4 1
1178 2 1
1179 3 4
1180 3 4
1181 2 1
1182 3 1
1183 -5 -5
1184 2 1
1185 5 3
1186 2 3
1187 5 1
1188 3 4
1189 4 1
1190 2 3
1191 4 1
1192 5 1
1193 1 4
1194 5 3
1195 3 3
1196 -5 -5
1197 3 3
1198 4 3
1199 1 1
1200 -5 1
1201 3 4
1202 -5 1
1203 2 1
1204 2 1
1205 2 3
1206 5 3
1207 4 4
1208 4 4
1209 4 3
1210 1 4
1211 5 3
1212 2 1
1213 1 1
1214 -5 -5
1215 5 3
1216 3 3
1217 -5 -5
1218 -5 1
1219 -5 -5
1220 2 4
1221 2 1
1222 4 3
1223 3 1
1224 2 1
1225 5 3
1226 3 1
1227 1 4
1228 2 4
1229 5 4
1230 2 1
1231 5 4
1232 4 1
1233 5 3
1234 1 1
1235 2 -5
1236 3 1
1237 2 4
1238 2 1
1239 5 3
1240 4 1
1241 5 1
1242 5 1
1243 5 4
1244 4 1
1245 -5 -5
1246 5 4
1247 5 -5
1248 -5 -5
1249 5 4
1250 3 1
1251 4 4
1252 5 4
1253 3 4
1254 -5 -5
1255 2 4
1256 3 1
1257 5 1
1258 1 4
1259 3 -5
1260 5 3
1261 5 1
1262 3 3
1263 4 4
1264 -5 -5
1265 2 1
1266 1 1
1267 3 4
1268 2 3
1269 4 -5
1270 -5 -5
1271 -5 -5
1272 3 4
1273 4 1
1274 3 -5
1275 3 3
1276 3 1
1277 3 3
1278 4 1
1279 1 1
1280 1 4
1281 4 1
1282 5 4
1283 2 1
1284 4 3
1285 4 4
1286 4 1
1287 1 1
1288 3 1
1289 2 -5
1290 2 4
1291 5 1
1292 4 4
1293 2 1
1294 3 3
1295 5 1
1296 4 4
1297 5 1
1298 -5 -5
1299 -5 -5
1300 1 3
1301 4 -5
1302 4 1
1303 3 1
1304 1 -5
1305 -5 -5
1306 3 4
1307 -5 1
1308 2 1
1309 -5 -5
1310 1 4
1311 4 1
1312 3 1
1313 2 1
1314 5 4
1315 3 1
1316 5 3
1317 3 -5
1318 2 4
1319 4 1
1320 3 4
1321 4 3
1322 1 3
1323 4 4
1324 1 1
1325 5 3
1326 3 3
1327 3 4
1328 1 4
1329 5 1
1330 2 3
1331 -5 -5
1332 -5 -5
1333 5 3
1334 2 3
1335 2 1
1336 -5 -5
1337 -5 -5
1338 4 4
1339 2 4
1340 5 1
1341 4 4
1342 2 2
1343 -5 -5
1344 2 -5
1345 5 3
1346 -5 -5
1347 3 1
1348 -5 -5
1349 3 4
1350 4 1
1351 4 4
1352 3 4
1353 5 4
1354 2 3
1355 2 3
1356 3 4
1357 3 1
1358 4 4
1359 3 1
1360 3 3
1361 5 3
1362 5 1
1363 5 1
1364 -5 -5
1365 -5 -5
1366 3 1
1367 2 4
1368 5 1
1369 2 3
1370 2 1
1371 5 3
1372 5 4
1373 -5 -5
1374 2 3
1375 4 1
1376 4 1
1377 -5 1
1378 2 1
1379 4 4
1380 3 -5
1381 4 3
1382 2 -5
1383 2 3
1384 5 4
1385 2 1
1386 2 4
1387 4 1
1388 -5 -5
1389 2 1
1390 2 1
1391 3 -5
1392 5 3
1393 4 1
1394 3 3
1395 3 1
1396 4 3
1397 3 3
1398 4 3
1399 4 1
1400 -5 3
1401 2 1
1402 3 4
1403 4 -5
1404 3 1
1405 5 3
1406 3 -5
1407 -5 -5
1408 5 4
1409 3 3
1410 -5 1
1411 4 4
1412 2 1
1413 4 4
1414 1 3
1415 3 1
1416 2 1
1417 4 4
1418 4 4
1419 1 1
1420 4 3
1421 3 -5
1422 -5 -5
1423 2 4
1424 -5 -5
1425 2 4
1426 3 1
1427 3 4
1428 -5 -5
1429 4 1
1430 5 1
1431 -5 -5
1432 3 3
1433 3 1
1434 5 3
1435 2 1
1436 5 3
1437 -5 -5
1438 3 1
1439 4 1
1440 2 1
1441 4 1
1442 2 1
1443 3 3
1444 3 3
1445 -5 -5
1446 4 1
1447 -5 -5
1448 -5 -5
1449 -5 -5
1450 5 3
1451 5 3
1452 -5 -5
1453 -5 -5
1454 2 -5
1455 1 1
1456 5 3
1457 -5 4
1458 2 4
1459 4 1
1460 -5 -5
1461 -5 -5
1462 2 4
1463 -5 3
1464 4 2
1465 1 4
1466 5 -5
1467 3 1
1468 3 3
1469 3 1
1470 5 1
1471 5 4
1472 -5 -5
1473 -5 -5
1474 5 3
1475 -5 -5
1476 4 2
1477 1 3
1478 -5 -5
1479 4 1
1480 3 4
1481 5 1
1482 3 4
1483 5 1
1484 1 1
1485 2 4
1486 3 1
1487 3 4
1488 3 4
1489 1 1
1490 -5 1
1491 4 1
1492 5 3
1493 3 3
1494 -5 -5
1495 3 1
1496 2 4
1497 3 -5
1498 3 -5
1499 4 4
1500 4 3
1501 2 3
1502 2 1
1503 3 3
1504 2 3
1505 4 3
1506 -5 -5
1507 4 1
1508 5 4
1509 2 1
1510 2 3
1511 3 1
1512 3 1
1513 1 -5
1514 3 1
1515 3 1
1516 2 4
1517 -5 -5
1518 2 3
1519 2 3
1520 4 1
1521 5 3
1522 4 4
1523 -5 -5
1524 5 2
1525 4 1
1526 5 2
1527 5 3
1528 5 4
1529 4 1
1530 2 1
1531 2 4
1532 4 4
1533 2 1
1534 3 1
1535 -5 -5
1536 -5 -5
1537 -5 -5
1538 3 3
1539 4 3
1540 5 1
1541 1 4
1542 5 4
1543 5 -5
1544 -5 -5
1545 2 -5
1546 2 4
1547 4 4
1548 4 4
1549 4 4
1550 -5 -5
1551 2 4
1552 5 4
1553 3 4
1554 4 4
1555 3 1
1556 1 3
1557 4 1
1558 4 1
1559 3 4
1560 -5 4
1561 -5 -5
1562 -5 -5
1563 -5 -5
1564 2 4
1565 3 1
1566 4 1
1567 2 -5
1568 3 1
1569 4 3
1570 -5 -5
1571 2 1
1572 -5 -5
1573 4 1
1574 3 1
1575 4 3
1576 -5 -5
1577 1 1
1578 -5 3
1579 2 3
1580 2 1
1581 4 3
1582 5 -5
1583 2 4
1584 2 4
1585 3 3
1586 2 3
1587 3 1
1588 5 3
1589 3 1
1590 2 1
1591 5 3
1592 3 1
1593 2 1
1594 3 -5
1595 -5 3
1596 1 1
1597 5 4
1598 5 1
1599 3 1
1600 5 4
1601 4 3
1602 5 4
1603 4 1
1604 -5 -5
1605 3 1
1606 -5 -5
1607 2 1
1608 3 1
1609 3 4
1610 2 3
1611 -5 -5
1612 5 4
1613 -5 -5
1614 -5 -5
1615 -5 -5
1616 3 4
1617 2 4
1618 2 4
1619 2 3
1620 -5 -5
1621 2 1
1622 3 3
1623 4 4
1624 4 1
1625 4 3
1626 3 1
1627 4 4
1628 3 1
1629 2 4
1630 5 3
1631 2 4
1632 5 3
1633 3 1
1634 3 1
1635 5 3
1636 3 3
1637 4 1
1638 3 4
1639 3 1
1640 3 1
1641 3 3
1642 4 1
1643 2 4
1644 5 1
1645 5 -5
1646 2 1
1647 3 -5
1648 1 -5
1649 2 1
1650 1 3
1651 2 4
1652 3 4
1653 3 3
1654 5 3
1655 3 1
1656 3 4
1657 4 4
1658 4 1
1659 5 1
1660 5 -5
1661 3 1
1662 5 4
1663 5 4
1664 2 -5
1665 -5 -5
1666 2 1
1667 2 -5
1668 5 4
1669 -5 -5
1670 3 4
1671 -5 -5
1672 2 3
1673 4 3
1674 5 1
1675 2 1
1676 2 1
1677 4 4
1678 -5 -5
1679 -5 -5
1680 4 4
1681 -5 -5
1682 5 3
1683 3 1
1684 -5 -5
1685 2 2
1686 3 2
1687 3 3
1688 -5 -5
1689 3 -5
1690 1 1
1691 5 -5
1692 -5 -5
1693 1 2
1694 -5 -5
1695 -5 -5
1696 3 4
1697 -5 -5
1698 5 3
1699 -5 -5
1700 3 -5
1701 -5 -5
1702 2 -5
1703 2 -5
1704 2 1
1705 -5 -5
1706 3 -5
1707 4 1
1708 2 1
1709 -5 -5
1710 5 3
1711 3 1
1712 4 2
1713 -5 -5
1714 1 1
1715 -5 -5
1716 4 -5
1717 4 -5
1718 3 4
1719 2 1
1720 3 3
1721 5 1
1722 -5 -5
1723 -5 4
1724 4 3
1725 4 1
1726 4 -5
1727 4 3
1728 3 -5
1729 1 4
1730 5 1
1731 4 -5
1732 3 1
1733 4 3
1734 1 3
1735 2 3
1736 2 1
1737 5 1
1738 -5 -5
1739 3 4
1740 2 4
1741 -5 -5
1742 -5 1
1743 -5 -5
1744 3 4
1745 5 1
1746 3 1
1747 3 4
1748 -5 -5
1749 -5 -5
1750 3 3
1751 2 1
1752 3 1
1753 -5 -5
1754 5 -5
1755 4 3
1756 3 4
1757 -5 -5
1758 2 1
1759 2 2
1760 2 3
1761 -5 -5
1762 2 3
1763 5 4
1764 5 -5
1765 2 3
1766 4 1
1767 -5 -5
1768 3 1
1769 1 3
1770 3 1
1771 -5 -5
1772 5 3
1773 -5 -5
1774 3 -5
1775 2 1
1776 1 3
1777 -5 -5
1778 2 1
1779 3 1
1780 3 3
1781 -5 3
1782 3 -5
1783 4 3
1784 3 1
1785 2 3
1786 1 3
1787 3 3
1788 3 4
1789 1 -5
1790 1 4
1791 -5 -5
1792 3 3
1793 2 1
1794 5 4
1795 1 3
1796 5 4
1797 3 4
1798 3 3
1799 4 1
1800 2 1
1801 -5 -5
1802 4 1
1803 3 1
1804 3 3
1805 3 3
1806 5 -5
1807 -5 -5
1808 5 4
1809 2 4
1810 2 3
1811 5 3
1812 5 1
1813 3 3
1814 -5 -5
1815 2 -5
1816 1 2
1817 1 3
1818 -5 -5
1819 2 1
1820 2 4
1821 -5 -5
1822 1 1
1823 -5 4
1824 1 1
1825 4 4
1826 1 1
1827 1 4
1828 2 1
1829 2 1
1830 2 -5
1831 -5 -5
1832 1 3
1833 3 4
1834 -5 -5
1835 5 3
1836 2 4
1837 3 4
1838 4 4
1839 2 1
1840 2 1
1841 2 1
1842 4 1
1843 4 3
1844 4 1
1845 -5 -5
1846 4 3
1847 2 1
1848 3 4
1849 -5 1
1850 -5 -5
1851 2 1
1852 -5 -5
1853 1 4
1854 3 1
1855 3 4
1856 4 4
1857 -5 -5
1858 3 1
1859 4 3
1860 2 -5
1861 -5 -5
1862 1 4
1863 4 1
1864 -5 -5
1865 2 4
1866 3 1
1867 4 3
1868 2 4
1869 2 3
1870 5 4
1871 -5 -5
1872 2 4
1873 2 1
1874 -5 -5
1875 4 3
1876 3 1
1877 -5 -5
1878 2 1
1879 -5 -5
1880 4 1
1881 5 1
1882 -5 -5
1883 3 -5
1884 3 3
1885 2 3
1886 3 1
1887 4 3
1888 1 3
1889 3 1
1890 5 3
1891 3 3
1892 -5 -5
1893 3 1
1894 -5 -5
1895 4 1
1896 3 1
1897 -5 -5
1898 -5 -5
1899 -5 -5
1900 -5 -5
1901 4 1
1902 3 1
1903 -5 -5
1904 2 3
1905 2 4
1906 5 3
1907 -5 -5
1908 -5 -5
1909 3 1
1910 3 3
1911 4 1
1912 2 3
1913 2 1
1914 1 4
1915 -5 4
1916 2 3
1917 4 1
1918 3 4
1919 3 3
1920 3 3
1921 2 3
1922 -5 -5
1923 -5 -5
1924 4 3
1925 2 4
1926 2 4
1927 3 3
1928 3 4
1929 5 3
1930 3 3
1931 5 -5
1932 -5 4
1933 -5 -5
1934 2 -5
1935 4 3
1936 1 1
1937 2 4
1938 2 1
1939 -5 -5
1940 2 1
1941 -5 -5
1942 -5 -5
1943 -5 -5
1944 5 -5
1945 -5 -5
1946 -5 -5
1947 2 1
1948 1 1
1949 4 -5
1950 5 1
1951 2 4
1952 2 1
1953 3 4
1954 3 3
1955 3 4
1956 -5 -5
1957 2 2
1958 3 4
1959 5 3
1960 3 1
1961 5 4
1962 3 1
1963 5 1
1964 3 4
1965 2 3
1966 3 3
1967 3 1
1968 3 -5
1969 -5 -5
1970 3 3
1971 2 1
1972 2 1
1973 2 4
1974 3 1
1975 5 4
1976 1 3
1977 3 3
1978 4 3
1979 4 4
1980 1 3
1981 -5 -5
1982 3 1
1983 -5 -5
1984 5 3
1985 3 4
1986 3 3
1987 4 -5
1988 5 3
1989 -5 -5
1990 3 1
1991 1 -5
1992 5 4
1993 1 1
1994 2 1
1995 2 4
1996 2 3
1997 4 1
1998 -5 -5
1999 3 1
2000 4 1
2001 4 3
2002 2 4
2003 4 1
2004 2 1
2005 2 3
2006 3 3
2007 3 1
2008 2 1
2009 -5 -5
2010 3 3
2011 1 3
2012 4 1
2013 4 1
2014 2 3
